#l b boxsize ext_law ejk ak error_ejk
0.1520 2.6880 2 2 0.6265 0.3310 0.1059
0.1520 2.6380 2 2 0.6787 0.3583 0.1069
0.1520 2.5880 2 2 0.7095 0.3745 0.1099
0.1520 2.5380 2 2 0.7640 0.4035 0.1166
0.1520 2.4870 2 2 0.7728 0.4080 0.1149
0.1520 2.4370 2 2 0.7975 0.4213 0.1145
0.1520 2.3870 2 2 0.8422 0.4450 0.1199
0.1520 2.3370 2 2 0.9015 0.4760 0.1172
0.1520 2.2860 2 2 0.9363 0.4945 0.1175
0.1520 2.2360 2 2 0.9820 0.5185 0.1208
0.1520 2.1860 2 2 0.9473 0.5002 0.1154
0.1520 2.1360 2 2 0.8425 0.4447 0.1184
0.1520 2.0850 2 2 0.8005 0.4227 0.1191
0.1520 2.0350 2 2 0.7265 0.3835 0.1193
0.1520 1.9850 2 2 0.6747 0.3563 0.1202
0.1520 1.9350 2 2 0.6837 0.3610 0.1244
0.1520 1.8840 2 2 0.7120 0.3760 0.1255
0.1520 1.8340 2 2 0.7377 0.3895 0.1280
0.1520 1.7840 2 2 0.7860 0.4150 0.1223
0.1520 1.7340 2 2 0.7697 0.4062 0.1183
0.1520 1.6830 2 2 0.8315 0.4390 0.1277
0.1520 1.6330 2 2 0.9065 0.4785 0.1248
0.1520 1.5830 2 2 0.9445 0.4988 0.1321
0.1520 1.5330 2 2 0.9455 0.4993 0.1424
0.1520 1.4820 2 2 1.0012 0.5285 0.1347
0.1520 1.4320 2 2 1.0755 0.5677 0.1283
0.1520 1.3820 2 2 1.1185 0.5905 0.1307
0.1520 1.3320 2 2 1.0482 0.5535 0.1461
0.1520 1.2810 2 2 1.0622 0.5610 0.1500
0.1520 1.2310 2 2 1.1027 0.5822 0.1461
0.1520 1.1810 2 2 1.1322 0.5978 0.1707
0.1520 1.1310 2 2 1.0357 0.5468 0.1357
0.1520 1.0800 2 2 1.0420 0.5503 0.1401
0.1520 1.0300 2 2 1.1128 0.5877 0.1376
0.1520 0.9800 2 2 1.1695 0.6175 0.1521
0.1520 0.9300 2 2 1.2023 0.6345 0.1530
0.1520 0.8790 2 2 1.3323 0.7035 0.1758
0.1520 0.8290 2 2 1.5305 0.8080 0.1716
0.1520 0.7790 2 2 1.8685 0.9865 0.2348
0.1520 0.7290 2 2 1.8600 0.9820 0.2229
0.1520 0.6780 2 2 1.8860 0.9960 0.2442
0.1520 0.6280 2 2 1.9065 1.0070 0.2167
0.1520 0.5780 2 2 2.1050 1.1115 0.2813
0.1520 0.5280 2 2 2.5645 1.3540 0.3518
0.1520 0.4770 2 2 2.8165 1.4870 0.3524
0.1520 0.4270 2 2 2.9310 1.5475 0.3833
0.1520 0.3770 2 2 2.9375 1.5510 0.3875
0.1520 0.3270 2 2 3.1795 1.6790 0.4765
0.1520 0.2760 2 2 3.7420 1.9760 0.4699
0.1520 0.2260 2 2 3.0295 1.5995 0.4444
0.1520 0.1760 2 2 3.3435 1.7655 0.5292
0.1520 0.1260 2 2 3.4630 1.8285 0.5064
0.1520 0.0750 2 2 3.6580 1.9315 0.6101
0.1520 0.0250 2 2 3.9650 2.0935 0.5645
0.1520 -0.0250 2 2 4.0755 2.1520 0.2372
0.1520 -0.0750 2 2 4.4720 2.3610 0.7449
0.1520 -0.1260 2 2 4.7570 2.5120 0.1905
0.1520 -0.1760 2 2 4.3745 2.3100 0.0800
0.1520 -0.2260 2 2 4.3635 2.3040 0.0800
0.1520 -0.2760 2 2 4.2990 2.2695 0.0800
0.1520 -0.3270 2 2 3.5470 1.8730 0.5467
0.1520 -0.3770 2 2 3.1305 1.6530 0.3818
0.1520 -0.4270 2 2 3.8255 2.0200 0.2336
0.1520 -0.4770 2 2 4.4190 2.3330 0.0800
0.1520 -0.5280 2 2 3.1690 1.6730 0.0830
0.1520 -0.5780 2 2 3.4220 1.8070 0.4049
0.1520 -0.6280 2 2 3.2165 1.6985 0.6384
0.1520 -0.6780 2 2 2.3595 1.2455 0.3728
0.1520 -0.7290 2 2 2.6220 1.3845 0.4113
0.1520 -0.7790 2 2 2.6035 1.3745 0.5658
0.1520 -0.8290 2 2 2.2935 1.2110 0.4224
0.1520 -0.8790 2 2 1.8030 0.9520 0.3844
0.1520 -0.9300 2 2 1.4750 0.7790 0.2749
0.1520 -0.9800 2 2 1.5745 0.8315 0.3190
0.1520 -1.0300 2 2 1.2785 0.6750 0.2149
0.1520 -1.0800 2 2 1.0805 0.5705 0.1643
0.1520 -1.1310 2 2 1.0510 0.5550 0.1484
0.1520 -1.1810 2 2 1.0045 0.5305 0.1499
0.1520 -1.2310 2 2 0.9850 0.5200 0.1426
0.1520 -1.2810 2 2 0.9665 0.5105 0.1396
0.1520 -1.3320 2 2 0.9360 0.4940 0.1789
0.1520 -1.3820 2 2 0.8075 0.4265 0.1379
0.1520 -1.4320 2 2 0.6790 0.3590 0.1362
0.1520 -1.4820 2 2 0.6688 0.3533 0.1181
0.1520 -1.5330 2 2 0.6733 0.3555 0.1202
0.1520 -1.5830 2 2 0.6298 0.3325 0.1261
0.1520 -1.6330 2 2 0.6022 0.3183 0.1198
0.1520 -1.6830 2 2 0.5673 0.2997 0.1099
0.1520 -1.7340 2 2 0.5560 0.2938 0.1104
0.1520 -1.7840 2 2 0.5292 0.2795 0.1075
0.1520 -1.8340 2 2 0.4640 0.2452 0.1074
0.1520 -1.8840 2 2 0.4300 0.2273 0.1082
0.1520 -1.9350 2 2 0.4220 0.2228 0.1092
0.1520 -1.9850 2 2 0.3910 0.2065 0.0998
0.1520 -2.0350 2 2 0.3790 0.2000 0.1082
0.1520 -2.0850 2 2 0.3837 0.2027 0.1093
0.1520 -2.1360 2 2 0.3820 0.2015 0.1057
0.1520 -2.1860 2 2 0.3865 0.2040 0.1050
0.1520 -2.2360 2 2 0.3528 0.1863 0.1055
0.1520 -2.2860 2 2 0.3450 0.1822 0.1070
0.1520 -2.3370 2 2 0.3570 0.1885 0.1018
0.1520 -2.3870 2 2 0.3850 0.2032 0.1008
0.1520 -2.4370 2 2 0.4193 0.2213 0.1033
0.1520 -2.4870 2 2 0.4480 0.2365 0.1126
0.1520 -2.5380 2 2 0.4330 0.2285 0.1090
0.1520 -2.5880 2 2 0.3685 0.1945 0.1038
0.1520 -2.6380 2 2 0.3853 0.2032 0.1060
0.1520 -2.6880 2 2 0.4180 0.2205 0.1034
0.1520 -2.7390 2 2 0.4352 0.2297 0.1094
0.1520 -2.7890 2 2 0.4815 0.2540 0.1108
0.1520 -2.8390 2 2 0.4628 0.2445 0.1134
0.1520 -2.8890 2 2 0.5065 0.2675 0.1171
0.1520 -2.9400 2 2 0.4680 0.2470 0.1090
0.1520 -2.9900 2 2 0.4768 0.2518 0.1087
0.1520 -3.0400 2 2 0.4810 0.2540 0.1087
0.1520 -3.0900 2 2 0.5673 0.2995 0.1226
0.1520 -3.1410 2 2 0.5903 0.3117 0.1071
0.1520 -3.1910 2 2 0.5458 0.2882 0.1107
0.1520 -3.2410 2 2 0.5115 0.2700 0.1014
0.1520 -3.2910 2 2 0.4780 0.2525 0.1105
0.1520 -3.3420 2 2 0.4477 0.2365 0.1060
0.1520 -3.3920 2 2 0.4230 0.2235 0.1031
0.1520 -3.4420 2 2 0.3735 0.1973 0.1031
0.1520 -3.4920 2 2 0.3608 0.1905 0.1012
0.1520 -3.5430 2 2 0.3472 0.1832 0.1045
0.1520 -3.5930 2 2 0.3620 0.1913 0.1024
0.1520 -3.6430 2 2 0.3832 0.2025 0.1124
0.1520 -3.6930 2 2 0.3722 0.1967 0.1109
0.1520 -3.7440 2 2 0.3390 0.1790 0.1085
0.1520 -3.7940 2 2 0.3332 0.1760 0.1057
0.1520 -3.8440 2 2 0.3340 0.1765 0.1055
0.1520 -3.8940 2 2 0.3582 0.1893 0.1074
0.1520 -3.9450 2 2 0.3718 0.1962 0.1043
0.1520 -3.9950 2 2 0.3780 0.1995 0.1031
0.1520 -4.0450 2 2 0.3572 0.1887 0.1058
0.1520 -4.0950 2 2 0.3585 0.1895 0.1059
0.1520 -4.1460 2 2 0.3600 0.1905 0.1037
0.1520 -4.1960 2 2 0.3848 0.2030 0.1072
0.1520 -4.2460 2 2 0.4053 0.2137 0.1100
0.1520 -4.2960 2 2 0.4118 0.2172 0.1072
0.1520 -4.3470 2 2 0.4037 0.2132 0.1065
0.1520 -4.3970 2 2 0.3898 0.2058 0.1051
0.1520 -4.4470 2 2 0.3975 0.2100 0.1120
0.1520 -4.4970 2 2 0.3975 0.2100 0.1117
0.1520 -4.5480 2 2 0.4250 0.2243 0.1154
0.1520 -4.5980 2 2 0.4227 0.2233 0.1155
0.1520 -4.6480 2 2 0.4235 0.2235 0.1157
0.1520 -4.6980 2 2 0.3835 0.2025 0.1123
0.1520 -4.7490 2 2 0.3465 0.1830 0.1092
0.1520 -4.7990 2 2 0.3443 0.1818 0.1000
0.1520 -4.8490 2 2 0.3440 0.1817 0.0984
0.1520 -4.8990 2 2 0.2828 0.1495 0.1084
0.1520 -4.9500 2 2 0.2570 0.1358 0.1059
0.1520 -5.0000 2 2 0.2380 0.1255 0.1043
0.0510 5.0000 2 2 0.4830 0.2552 0.1037
0.0510 4.9500 2 2 0.4708 0.2482 0.1017
0.0510 4.8990 2 2 0.4902 0.2590 0.0991
0.0510 4.8490 2 2 0.5125 0.2705 0.1011
0.0510 4.7990 2 2 0.5172 0.2732 0.1057
0.0510 4.7490 2 2 0.5475 0.2890 0.1047
0.0510 4.6980 2 2 0.5867 0.3100 0.1125
0.0510 4.6480 2 2 0.8605 0.4542 0.2595
0.0510 4.5980 2 2 1.5833 0.8360 0.2377
0.0510 4.5480 2 2 0.9497 0.5015 0.1764
0.0510 4.4970 2 2 0.7680 0.4055 0.1140
0.0510 4.4470 2 2 0.6447 0.3407 0.1115
0.0510 4.3970 2 2 0.6218 0.3282 0.1004
0.0510 4.3470 2 2 0.6550 0.3460 0.1023
0.0510 4.2960 2 2 0.6805 0.3593 0.1122
0.0510 4.2460 2 2 0.7578 0.4000 0.1123
0.0510 4.1960 2 2 0.8638 0.4560 0.1227
0.0510 4.1460 2 2 1.0002 0.5280 0.1325
0.0510 4.0950 2 2 1.0827 0.5715 0.1679
0.0510 4.0450 2 2 1.0357 0.5470 0.1530
0.0510 3.9950 2 2 0.9612 0.5075 0.1174
0.0510 3.9450 2 2 0.9647 0.5092 0.1522
0.0510 3.8940 2 2 1.0317 0.5445 0.1649
0.0510 3.8440 2 2 1.0185 0.5378 0.1301
0.0510 3.7940 2 2 1.0823 0.5715 0.1346
0.0510 3.7440 2 2 1.0575 0.5585 0.1203
0.0510 3.6930 2 2 1.0515 0.5555 0.1169
0.0510 3.6430 2 2 0.9617 0.5080 0.1149
0.0510 3.5930 2 2 0.9123 0.4817 0.1170
0.0510 3.5430 2 2 0.8535 0.4508 0.1047
0.0510 3.4920 2 2 0.8440 0.4455 0.1061
0.0510 3.4420 2 2 0.8120 0.4288 0.1044
0.0510 3.3920 2 2 0.7993 0.4220 0.1119
0.0510 3.3420 2 2 0.8375 0.4422 0.1112
0.0510 3.2910 2 2 0.8162 0.4308 0.1255
0.0510 3.2410 2 2 0.7258 0.3830 0.1086
0.0510 3.1910 2 2 0.7245 0.3828 0.1135
0.0510 3.1410 2 2 0.7965 0.4205 0.1198
0.0510 3.0900 2 2 0.8500 0.4490 0.1214
0.0510 3.0400 2 2 0.8385 0.4425 0.1179
0.0510 2.9900 2 2 0.8590 0.4535 0.1275
0.0510 2.9400 2 2 0.9210 0.4862 0.1316
0.0510 2.8890 2 2 0.8598 0.4540 0.1283
0.0510 2.8390 2 2 0.7540 0.3980 0.1185
0.0510 2.7890 2 2 0.6855 0.3620 0.1110
0.0510 2.7390 2 2 0.6725 0.3552 0.1090
0.0510 2.6880 2 2 0.6740 0.3558 0.1107
0.0510 2.6380 2 2 0.7257 0.3832 0.1256
0.0510 2.5880 2 2 0.7362 0.3887 0.1194
0.0510 2.5380 2 2 0.7103 0.3752 0.1271
0.0510 2.4870 2 2 0.7792 0.4115 0.1168
0.0510 2.4370 2 2 0.7953 0.4198 0.1134
0.0510 2.3870 2 2 0.7837 0.4140 0.1160
0.0510 2.3370 2 2 0.9515 0.5025 0.1429
0.0510 2.2860 2 2 1.0877 0.5745 0.1403
0.0510 2.2360 2 2 0.9920 0.5240 0.1239
0.0510 2.1860 2 2 0.9183 0.4848 0.1260
0.0510 2.1360 2 2 0.8490 0.4485 0.1258
0.0510 2.0850 2 2 0.8340 0.4403 0.1196
0.0510 2.0350 2 2 0.8830 0.4665 0.1275
0.0510 1.9850 2 2 0.8337 0.4400 0.1189
0.0510 1.9350 2 2 0.7860 0.4150 0.1197
0.0510 1.8840 2 2 0.7712 0.4073 0.1245
0.0510 1.8340 2 2 0.7900 0.4173 0.1262
0.0510 1.7840 2 2 0.7822 0.4130 0.1259
0.0510 1.7340 2 2 0.7865 0.4153 0.1233
0.0510 1.6830 2 2 0.8200 0.4330 0.1241
0.0510 1.6330 2 2 0.8158 0.4308 0.1212
0.0510 1.5830 2 2 0.8100 0.4280 0.1321
0.0510 1.5330 2 2 0.7965 0.4205 0.1211
0.0510 1.4820 2 2 0.8747 0.4620 0.1261
0.0510 1.4320 2 2 0.9905 0.5230 0.1320
0.0510 1.3820 2 2 1.0740 0.5670 0.1342
0.0510 1.3320 2 2 1.1200 0.5910 0.1308
0.0510 1.2810 2 2 1.1093 0.5857 0.1301
0.0510 1.2310 2 2 1.0533 0.5560 0.1320
0.0510 1.1810 2 2 1.0705 0.5653 0.1349
0.0510 1.1310 2 2 1.1080 0.5850 0.1601
0.0510 1.0800 2 2 1.1703 0.6178 0.1318
0.0510 1.0300 2 2 1.1082 0.5850 0.1473
0.0510 0.9800 2 2 1.0870 0.5740 0.1359
0.0510 0.9300 2 2 1.2205 0.6442 0.1410
0.0510 0.8790 2 2 1.4672 0.7745 0.1831
0.0510 0.8290 2 2 1.7545 0.9265 0.2368
0.0510 0.7790 2 2 2.0265 1.0697 0.2632
0.0510 0.7290 2 2 2.3370 1.2340 0.3952
0.0510 0.6780 2 2 2.5545 1.3490 0.4478
0.0510 0.6280 2 2 2.6935 1.4223 0.5327
0.0510 0.5780 2 2 2.4665 1.3022 0.3756
0.0510 0.5280 2 2 2.4710 1.3045 0.2457
0.0510 0.4770 2 2 2.6035 1.3748 0.2854
0.0510 0.4270 2 2 3.0322 1.6010 0.4585
0.0510 0.3770 2 2 3.1680 1.6725 0.5220
0.0510 0.3270 2 2 3.5232 1.8605 0.4235
0.0510 0.2760 2 2 4.1120 2.1710 0.4758
0.0510 0.2260 2 2 4.1293 2.1803 0.8703
0.0510 0.1760 2 2 3.8447 2.0300 0.6118
0.0510 0.1260 2 2 4.6813 2.4720 0.2882
0.0510 0.0750 2 2 4.3247 2.2835 0.0800
0.0510 0.0250 2 2 4.9185 2.5970 0.1811
0.0510 -0.0250 2 2 4.9125 2.5940 0.1704
0.0510 -0.0750 2 2 4.5075 2.3800 0.6636
0.0510 -0.1260 2 2 4.3160 2.2788 0.0800
0.0510 -0.1760 2 2 4.3422 2.2927 0.0800
0.0510 -0.2260 2 2 2.5947 1.3698 0.1309
0.0510 -0.2760 2 2 4.3693 2.3068 0.0800
0.0510 -0.3270 2 2 3.8613 2.0387 0.6870
0.0510 -0.3770 2 2 3.4928 1.8443 0.4235
0.0510 -0.4270 2 2 3.9480 2.0845 33703.5313
0.0510 -0.4770 2 2 3.4300 1.8110 0.2501
0.0510 -0.5280 2 2 2.9600 1.5630 0.3649
0.0510 -0.5780 2 2 2.7030 1.4270 0.3020
0.0510 -0.6280 2 2 2.1858 1.1542 0.3046
0.0510 -0.6780 2 2 2.8400 1.4995 0.1048
0.0510 -0.7290 2 2 2.7235 1.4378 0.4966
0.0510 -0.7790 2 2 1.9978 1.0550 0.2689
0.0510 -0.8290 2 2 1.7772 0.9385 0.2807
0.0510 -0.8790 2 2 1.5223 0.8040 0.2433
0.0510 -0.9300 2 2 1.5300 0.8080 0.2644
0.0510 -0.9800 2 2 1.6240 0.8575 0.2268
0.0510 -1.0300 2 2 1.4120 0.7455 0.2136
0.0510 -1.0800 2 2 1.1758 0.6207 0.1676
0.0510 -1.1310 2 2 1.0570 0.5580 0.1501
0.0510 -1.1810 2 2 0.9228 0.4875 0.1640
0.0510 -1.2310 2 2 0.8790 0.4640 0.1407
0.0510 -1.2810 2 2 0.9180 0.4848 0.1396
0.0510 -1.3320 2 2 0.8818 0.4655 0.1367
0.0510 -1.3820 2 2 0.7480 0.3950 0.1273
0.0510 -1.4320 2 2 0.7020 0.3705 0.1226
0.0510 -1.4820 2 2 0.6663 0.3520 0.1157
0.0510 -1.5330 2 2 0.6843 0.3613 0.1230
0.0510 -1.5830 2 2 0.7140 0.3770 0.1264
0.0510 -1.6330 2 2 0.6758 0.3570 0.1192
0.0510 -1.6830 2 2 0.6135 0.3243 0.1184
0.0510 -1.7340 2 2 0.5930 0.3133 0.1194
0.0510 -1.7840 2 2 0.5478 0.2893 0.1160
0.0510 -1.8340 2 2 0.4903 0.2590 0.1073
0.0510 -1.8840 2 2 0.4382 0.2313 0.1052
0.0510 -1.9350 2 2 0.4240 0.2240 0.1113
0.0510 -1.9850 2 2 0.4118 0.2175 0.1105
0.0510 -2.0350 2 2 0.4290 0.2267 0.1076
0.0510 -2.0850 2 2 0.4497 0.2375 0.1091
0.0510 -2.1360 2 2 0.4145 0.2188 0.1143
0.0510 -2.1860 2 2 0.3662 0.1935 0.1070
0.0510 -2.2360 2 2 0.3635 0.1917 0.1074
0.0510 -2.2860 2 2 0.3580 0.1892 0.1081
0.0510 -2.3370 2 2 0.3805 0.2010 0.1034
0.0510 -2.3870 2 2 0.3760 0.1987 0.1065
0.0510 -2.4370 2 2 0.3885 0.2052 0.1118
0.0510 -2.4870 2 2 0.4437 0.2342 0.1033
0.0510 -2.5380 2 2 0.4652 0.2455 0.1102
0.0510 -2.5880 2 2 0.4300 0.2273 0.1057
0.0510 -2.6380 2 2 0.4265 0.2253 0.1082
0.0510 -2.6880 2 2 0.4537 0.2395 0.1057
0.0510 -2.7390 2 2 0.4870 0.2572 0.1060
0.0510 -2.7890 2 2 0.5582 0.2945 0.1119
0.0510 -2.8390 2 2 0.5423 0.2860 0.1081
0.0510 -2.8890 2 2 0.4985 0.2632 0.1090
0.0510 -2.9400 2 2 0.4975 0.2625 0.1092
0.0510 -2.9900 2 2 0.5230 0.2760 0.1134
0.0510 -3.0400 2 2 0.5777 0.3050 0.1137
0.0510 -3.0900 2 2 0.6120 0.3232 0.1180
0.0510 -3.1410 2 2 0.5720 0.3020 0.1018
0.0510 -3.1910 2 2 0.5385 0.2845 0.1138
0.0510 -3.2410 2 2 0.5305 0.2800 0.1027
0.0510 -3.2910 2 2 0.5145 0.2718 0.1068
0.0510 -3.3420 2 2 0.4813 0.2540 0.1082
0.0510 -3.3920 2 2 0.4443 0.2345 0.1070
0.0510 -3.4420 2 2 0.4115 0.2175 0.1127
0.0510 -3.4920 2 2 0.3820 0.2017 0.1054
0.0510 -3.5430 2 2 0.3993 0.2107 0.1063
0.0510 -3.5930 2 2 0.4500 0.2377 0.1088
0.0510 -3.6430 2 2 0.4205 0.2220 0.1091
0.0510 -3.6930 2 2 0.4118 0.2175 0.1096
0.0510 -3.7440 2 2 0.3890 0.2052 0.1107
0.0510 -3.7940 2 2 0.3650 0.1930 0.1086
0.0510 -3.8440 2 2 0.3648 0.1925 0.1082
0.0510 -3.8940 2 2 0.4100 0.2162 0.1070
0.0510 -3.9450 2 2 0.3910 0.2062 0.1061
0.0510 -3.9950 2 2 0.3790 0.2000 0.1057
0.0510 -4.0450 2 2 0.3688 0.1947 0.1056
0.0510 -4.0950 2 2 0.3680 0.1945 0.1056
0.0510 -4.1460 2 2 0.3355 0.1770 0.1066
0.0510 -4.1960 2 2 0.3485 0.1840 0.1073
0.0510 -4.2460 2 2 0.3590 0.1895 0.1079
0.0510 -4.2960 2 2 0.3525 0.1863 0.1035
0.0510 -4.3470 2 2 0.3445 0.1818 0.1035
0.0510 -4.3970 2 2 0.3310 0.1745 0.1037
0.0510 -4.4470 2 2 0.3475 0.1835 0.1105
0.0510 -4.4970 2 2 0.3515 0.1855 0.1115
0.0510 -4.5480 2 2 0.3998 0.2110 0.1240
0.0510 -4.5980 2 2 0.4343 0.2292 0.1321
0.0510 -4.6480 2 2 0.4463 0.2357 0.1350
0.0510 -4.6980 2 2 0.4145 0.2190 0.1138
0.0510 -4.7490 2 2 0.3552 0.1875 0.1116
0.0510 -4.7990 2 2 0.3322 0.1755 0.1063
0.0510 -4.8490 2 2 0.3270 0.1725 0.1048
0.0510 -4.8990 2 2 0.2855 0.1510 0.1060
0.0510 -4.9500 2 2 0.2570 0.1358 0.1030
0.0510 -5.0000 2 2 0.2330 0.1230 0.1003
-0.0510 5.0000 2 2 0.4548 0.2400 0.1019
-0.0510 4.9500 2 2 0.4357 0.2300 0.1019
-0.0510 4.8990 2 2 0.4415 0.2330 0.0993
-0.0510 4.8490 2 2 0.4325 0.2285 0.1106
-0.0510 4.7990 2 2 0.4607 0.2432 0.1037
-0.0510 4.7490 2 2 0.4903 0.2590 0.1062
-0.0510 4.6980 2 2 0.5088 0.2688 0.1117
-0.0510 4.6480 2 2 0.5960 0.3148 0.1265
-0.0510 4.5980 2 2 0.7113 0.3752 0.1388
-0.0510 4.5480 2 2 0.8482 0.4483 0.1119
-0.0510 4.4970 2 2 0.7960 0.4205 0.1225
-0.0510 4.4470 2 2 0.6855 0.3618 0.1104
-0.0510 4.3970 2 2 0.6270 0.3310 0.1042
-0.0510 4.3470 2 2 0.6007 0.3170 0.1050
-0.0510 4.2960 2 2 0.6375 0.3368 0.1001
-0.0510 4.2460 2 2 0.6957 0.3675 0.1134
-0.0510 4.1960 2 2 0.7605 0.4015 0.1298
-0.0510 4.1460 2 2 0.8363 0.4415 0.1195
-0.0510 4.0950 2 2 0.8763 0.4625 0.1320
-0.0510 4.0450 2 2 0.9782 0.5165 0.1637
-0.0510 3.9950 2 2 1.0105 0.5335 0.2106
-0.0510 3.9450 2 2 0.9750 0.5150 0.1296
-0.0510 3.8940 2 2 0.8437 0.4455 0.1123
-0.0510 3.8440 2 2 0.8000 0.4223 0.1066
-0.0510 3.7940 2 2 0.8375 0.4425 0.1113
-0.0510 3.7440 2 2 0.8957 0.4728 0.1130
-0.0510 3.6930 2 2 0.9010 0.4758 0.1032
-0.0510 3.6430 2 2 0.8565 0.4523 0.1062
-0.0510 3.5930 2 2 0.8745 0.4615 0.1062
-0.0510 3.5430 2 2 0.8468 0.4470 0.1124
-0.0510 3.4920 2 2 0.7917 0.4180 0.1125
-0.0510 3.4420 2 2 0.8023 0.4235 0.1025
-0.0510 3.3920 2 2 0.7418 0.3915 0.1145
-0.0510 3.3420 2 2 0.7355 0.3885 0.1071
-0.0510 3.2910 2 2 0.7165 0.3785 0.1061
-0.0510 3.2410 2 2 0.7142 0.3770 0.1045
-0.0510 3.1910 2 2 0.7672 0.4050 0.1054
-0.0510 3.1410 2 2 0.8040 0.4250 0.1054
-0.0510 3.0900 2 2 0.8360 0.4415 0.1237
-0.0510 3.0400 2 2 0.8623 0.4553 0.1209
-0.0510 2.9900 2 2 0.8788 0.4640 0.1087
-0.0510 2.9400 2 2 0.8893 0.4695 0.1129
-0.0510 2.8890 2 2 0.8738 0.4613 0.1146
-0.0510 2.8390 2 2 0.8395 0.4433 0.1154
-0.0510 2.7890 2 2 0.7370 0.3890 0.1121
-0.0510 2.7390 2 2 0.6728 0.3550 0.1105
-0.0510 2.6880 2 2 0.6578 0.3473 0.1087
-0.0510 2.6380 2 2 0.6845 0.3615 0.1070
-0.0510 2.5880 2 2 0.7110 0.3755 0.1090
-0.0510 2.5380 2 2 0.7592 0.4010 0.1105
-0.0510 2.4870 2 2 0.7982 0.4215 0.1074
-0.0510 2.4370 2 2 0.8360 0.4412 0.1131
-0.0510 2.3870 2 2 0.8670 0.4580 0.1180
-0.0510 2.3370 2 2 0.9123 0.4815 0.1318
-0.0510 2.2860 2 2 1.1080 0.5850 0.1584
-0.0510 2.2360 2 2 1.0168 0.5367 0.1444
-0.0510 2.1860 2 2 0.8787 0.4640 0.1296
-0.0510 2.1360 2 2 0.8417 0.4445 0.1155
-0.0510 2.0850 2 2 0.8820 0.4657 0.1200
-0.0510 2.0350 2 2 0.9470 0.5000 0.1218
-0.0510 1.9850 2 2 0.9563 0.5048 0.1258
-0.0510 1.9350 2 2 0.8898 0.4698 0.1436
-0.0510 1.8840 2 2 0.7748 0.4093 0.1347
-0.0510 1.8340 2 2 0.7417 0.3915 0.1211
-0.0510 1.7840 2 2 0.7855 0.4150 0.1201
-0.0510 1.7340 2 2 0.7918 0.4185 0.1174
-0.0510 1.6830 2 2 0.7933 0.4187 0.1313
-0.0510 1.6330 2 2 0.7747 0.4090 0.1187
-0.0510 1.5830 2 2 0.7685 0.4057 0.1321
-0.0510 1.5330 2 2 0.7728 0.4078 0.1203
-0.0510 1.4820 2 2 0.8058 0.4255 0.1229
-0.0510 1.4320 2 2 0.8625 0.4552 0.1236
-0.0510 1.3820 2 2 1.0245 0.5405 0.1247
-0.0510 1.3320 2 2 1.0540 0.5565 0.1212
-0.0510 1.2810 2 2 1.0653 0.5627 0.1371
-0.0510 1.2310 2 2 1.0475 0.5533 0.1334
-0.0510 1.1810 2 2 1.0770 0.5687 0.1360
-0.0510 1.1310 2 2 1.0677 0.5637 0.1316
-0.0510 1.0800 2 2 1.1240 0.5932 0.1290
-0.0510 1.0300 2 2 1.1458 0.6050 0.1326
-0.0510 0.9800 2 2 1.1540 0.6090 0.1394
-0.0510 0.9300 2 2 1.3085 0.6907 0.1563
-0.0510 0.8790 2 2 1.4345 0.7575 0.1592
-0.0510 0.8290 2 2 1.5573 0.8222 0.1872
-0.0510 0.7790 2 2 1.6493 0.8708 0.1761
-0.0510 0.7290 2 2 2.0510 1.0830 0.3250
-0.0510 0.6780 2 2 2.5615 1.3525 0.3077
-0.0510 0.6280 2 2 2.5645 1.3542 0.2719
-0.0510 0.5780 2 2 2.6143 1.3805 0.2623
-0.0510 0.5280 2 2 2.7012 1.4260 0.2494
-0.0510 0.4770 2 2 2.8988 1.5305 0.3074
-0.0510 0.4270 2 2 3.3010 1.7428 0.4271
-0.0510 0.3770 2 2 3.3603 1.7742 0.3841
-0.0510 0.3270 2 2 3.4520 1.8228 0.3750
-0.0510 0.2760 2 2 3.3180 1.7520 0.4649
-0.0510 0.2260 2 2 3.1300 1.6525 0.3440
-0.0510 0.1760 2 2 4.3468 2.2950 0.0800
-0.0510 0.1260 2 2 1.4035 0.7410 0.1430
-0.0510 0.0750 2 2 4.3948 2.3205 0.0800
-0.0510 0.0250 2 2 3.6963 1.9515 0.0924
-0.0510 -0.0250 2 2 3.3835 1.7865 0.0848
-0.0510 -0.0750 2 2 3.5575 1.8782 0.0835
-0.0510 -0.1260 2 2 5.1305 2.7090 0.0820
-0.0510 -0.1760 2 2 4.0083 2.1160 0.0858
-0.0510 -0.2260 2 2 3.6250 1.9140 0.7678
-0.0510 -0.2760 2 2 3.9150 2.0670 0.6222
-0.0510 -0.3270 2 2 3.6980 1.9527 0.6881
-0.0510 -0.3770 2 2 3.2287 1.7047 0.2805
-0.0510 -0.4270 2 2 3.4410 1.8173 0.2219
-0.0510 -0.4770 2 2 3.5510 1.8750 0.0820
-0.0510 -0.5280 2 2 3.6270 1.9150 0.0844
-0.0510 -0.5780 2 2 3.0335 1.6018 0.4546
-0.0510 -0.6280 2 2 2.8295 1.4940 0.3429
-0.0510 -0.6780 2 2 2.4233 1.2792 0.2881
-0.0510 -0.7290 2 2 2.1808 1.1515 0.2191
-0.0510 -0.7790 2 2 1.9503 1.0297 0.2195
